FROM_JFK,TO JFK,SCHEDULED_DEPARTURE_TIME,FEDERAL_HOLIDAY,STATE_HOLIDAY,WEEKEND,LONG_WEEKEND,WIND_DIRECTION,WIND SPEED ,ALTIMETER,0.0slp,t0.0pc,VISIBILITY,DEPARTURE_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,SCHEDULED_TIME,ELAPSED_TIME,DEPARTURE_DELAY,ARRIVAL_DELAY,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
0,1,0.08,1,0,0,0,250,12,30.16,1021.4,-1.7,10,0.08,0.2,0.21,235,248,0,1,0,0,0,0,0
0,1,0.23,1,0,0,0,270,12,30.16,1021.1,-1.7,10,0.23,0.29,0.28,88,78,0,0,0,0,0,0,0
1,0,0.23,1,0,0,0,270,12,30.16,1021.1,-1.7,10,0.26,0.43,0.44,225,201,1,1,0,0,1,0,0
1,0,0.24,1,0,0,0,270,12,30.16,1021.1,-1.7,10,0.28,0.37,0.42,185,199,1,1,1,0,1,0,0
0,1,0.25,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.25,0.36,0.36,154,164,0,1,0,0,0,0,0
0,1,0.25,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.25,0.37,0.38,232,246,1,1,1,0,1,0,0
0,1,0.25,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.25,0.34,0.34,128,136,0,1,0,0,0,0,0
1,0,0.25,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.25,0.36,0.35,163,139,1,0,0,0,0,0,0
0,1,0.25,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.26,0.36,0.38,163,170,1,1,1,0,1,0,0
0,1,0.25,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.27,0.38,0.42,242,274,1,1,1,0,1,0,0
0,1,0.25,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.25,0.32,0.32,95,103,0,1,0,0,0,0,0
0,1,0.25,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.25,0.35,0.36,146,161,0,1,0,0,0,0,0
0,1,0.26,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.26,0.6,0.59,314,293,1,0,0,0,0,0,0
0,1,0.26,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.37,0.3,0.42,63,60,1,1,0,1,1,0,0
1,0,0.27,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.27,0.43,0.43,348,355,0,1,0,0,0,0,0
1,0,0.27,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.27,0.41,0.41,377,384,0,1,0,0,0,0,0
1,0,0.27,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.27,0.38,0.38,211,221,0,1,0,0,0,0,0
1,0,0.27,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.29,0.39,0.42,350,374,1,1,1,0,1,0,0
0,1,0.28,1,0,0,0,260,14,30.18,1021.9,-2.2,10,0.28,0.33,0.33,73,80,0,1,0,0,0,0,0
1,0,0.29,1,0,0,0,280,12,30.18,1021.9,-1.7,10,0.29,0.43,0.44,385,392,0,1,0,0,0,0,0
1,0,0.29,1,0,0,0,280,12,30.18,1021.9,-1.7,10,0.28,0.43,0.43,380,397,0,1,0,0,0,0,0
1,0,0.29,1,0,0,0,280,12,30.18,1021.9,-1.7,10,0.29,0.44,0.44,400,388,1,0,0,0,0,0,0
1,0,0.29,1,0,0,0,280,12,30.18,1021.9,-1.7,10,0.37,0.42,0.5,185,185,1,1,0,0,1,0,0
0,1,0.3,1,0,0,0,280,12,30.18,1021.9,-1.7,10,0.3,0.4,0.4,147,153,0,1,0,0,0,0,0
0,1,0.3,1,0,0,0,280,12,30.18,1021.9,-1.7,10,0.35,0.58,0.63,275,272,1,1,0,0,0,0,1
0,1,0.31,1,0,0,0,280,12,30.18,1021.9,-1.7,10,0.31,0.42,0.42,151,161,0,1,0,0,0,0,0
1,0,0.31,1,0,0,0,280,12,30.18,1021.9,-1.7,10,0.31,0.43,0.44,177,183,0,1,0,0,0,0,0
1,0,0.31,1,0,0,0,280,12,30.18,1021.9,-1.7,10,0.32,0.36,0.36,70,65,1,0,0,0,0,0,0
1,0,0.32,1,0,0,0,280,12,30.18,1021.9,-1.7,10,0.32,0.39,0.39,105,93,1,0,0,0,0,0,0
0,1,0.33,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.34,0.68,0.66,320,281,1,0,0,0,0,0,0
0,1,0.33,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.33,0.45,0.46,239,245,0,1,0,0,0,0,0
1,0,0.33,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.33,0.49,0.52,400,453,0,1,1,0,0,0,0
1,0,0.33,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.33,0.41,0.41,175,176,1,1,0,0,0,0,0
0,1,0.33,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.34,0.52,0.52,208,195,1,0,0,0,0,0,0
1,0,0.33,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.36,0.43,0.45,203,195,1,1,0,0,1,0,0
1,0,0.34,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.34,0.48,0.48,202,205,0,1,0,0,0,0,0
1,0,0.34,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.34,0.48,0.48,380,387,0,1,0,0,0,0,0
1,0,0.34,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.34,0.49,0.5,395,415,0,1,0,0,0,0,0
0,1,0.35,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.38,0.46,0.49,162,159,1,1,0,0,1,1,0
1,0,0.35,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.35,0.48,0.49,190,208,0,1,1,0,0,0,0
1,0,0.35,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.36,0.5,0.49,204,181,1,0,0,0,0,0,0
0,1,0.35,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.41,0.7,0.76,325,322,1,1,0,0,1,0,0
1,0,0.36,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.36,0.49,0.48,187,180,1,0,0,0,0,0,0
1,0,0.36,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.39,0.57,0.57,241,195,1,1,0,0,0,0,0
1,0,0.36,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.37,0.51,0.52,269,269,1,1,0,0,0,0,0
1,0,0.36,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.37,0.65,0.65,718,711,1,0,0,0,0,0,0
0,1,0.36,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.37,0.56,0.55,222,197,1,0,0,0,0,0,0
0,1,0.37,1,0,0,0,260,12,30.19,1022.2,-1.7,10,0.5,0.73,0.86,340,341,1,1,1,0,1,0,0
1,0,0.38,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.37,0.52,0.53,390,402,0,1,0,0,0,0,0
1,0,0.38,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.38,0.51,0.51,250,247,1,0,0,0,0,0,0
1,0,0.38,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.39,0.52,0.52,386,364,1,1,0,0,0,0,0
1,0,0.38,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.41,0.47,0.49,137,123,1,1,1,0,0,0,0
1,0,0.38,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.41,0.51,0.53,193,166,1,1,0,0,1,0,0
1,0,0.38,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.39,0.43,0.44,78,63,1,1,0,0,0,0,0
1,0,0.38,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.38,0.51,0.5,182,169,1,0,0,0,0,0,0
1,0,0.38,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.39,0.52,0.52,195,189,1,1,0,0,0,0,0
1,0,0.38,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.4,0.51,0.53,180,176,1,1,0,0,1,0,0
0,1,0.39,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.38,0.5,0.5,160,165,0,1,0,0,0,0,0
0,1,0.39,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.4,0.46,0.47,102,95,1,1,0,0,0,0,0
0,1,0.39,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.43,0.75,0.78,339,329,1,1,0,0,1,0,0
1,0,0.4,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.41,0.54,0.55,331,329,1,1,0,0,1,0,0
1,0,0.4,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.4,0.55,0.54,395,381,1,0,0,0,0,0,0
0,1,0.4,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.4,0.56,0.56,164,161,1,0,0,0,0,0,0
1,0,0.4,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.41,0.54,0.54,379,372,1,0,0,0,0,0,0
0,1,0.4,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.41,0.67,0.67,267,249,1,0,0,0,0,0,0
1,0,0.41,1,0,0,0,270,10,30.19,1022.3,-0.6,10,0.43,0.54,0.55,186,181,1,1,0,0,1,0,0
1,0,0.41,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.42,0.61,0.62,227,231,1,1,0,0,0,0,0
0,1,0.41,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.42,0.54,0.54,123,110,1,0,0,0,0,0,0
1,0,0.42,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.41,0.53,0.54,351,361,0,1,0,0,0,0,0
1,0,0.42,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.42,0.56,0.58,333,361,1,1,1,0,1,0,0
1,0,0.42,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.42,0.56,0.56,380,389,0,1,0,0,0,0,0
1,0,0.42,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.44,0.54,0.58,184,191,1,1,1,0,0,1,0
0,1,0.42,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.42,0.48,0.48,86,81,1,1,0,0,0,0,0
0,1,0.42,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.44,0.54,0.55,169,159,1,1,0,0,0,1,0
0,1,0.43,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.46,0.76,0.77,300,277,1,1,0,0,1,1,0
0,1,0.43,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.45,0.61,0.62,200,187,1,1,0,0,0,0,0
1,0,0.44,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.43,0.58,0.59,390,408,0,1,0,0,0,0,0
0,1,0.44,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.46,0.78,0.79,318,291,1,1,0,0,0,0,0
0,1,0.44,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.44,0.51,0.52,101,105,1,1,0,0,0,0,0
0,1,0.44,1,0,0,0,270,15,30.21,1022.9,0.6,10,0.46,0.8,0.8,325,312,1,1,0,0,0,0,0
0,1,0.45,1,0,0,0,250,12,30.17,1021.7,1.1,10,0.46,0.81,0.83,330,345,1,1,1,0,0,0,0
1,0,0.45,1,0,0,0,250,12,30.17,1021.7,1.1,10,0.46,0.58,0.58,184,174,1,0,0,0,0,0,0
1,0,0.45,1,0,0,0,250,12,30.17,1021.7,1.1,10,0.46,0.59,0.57,321,287,1,0,0,0,0,0,0
0,1,0.45,1,0,0,0,250,12,30.17,1021.7,1.1,10,0.53,0.56,0.63,150,141,1,1,0,0,0,1,0
0,1,0.46,1,0,0,0,250,12,30.17,1021.7,1.1,10,0.46,0.51,0.5,73,58,1,0,0,0,0,0,0
0,1,0.46,1,0,0,0,250,12,30.17,1021.7,1.1,10,0.46,0.58,0.59,231,237,1,1,0,0,0,0,0
0,1,0.47,1,0,0,0,250,12,30.17,1021.7,1.1,10,0.47,0.57,0.58,150,146,1,1,0,0,0,0,0
1,0,0.47,1,0,0,0,250,12,30.17,1021.7,1.1,10,0.49,0.61,0.63,375,386,1,1,1,0,1,0,0
1,0,0.48,1,0,0,0,250,12,30.17,1021.7,1.1,10,0.48,0.61,0.62,375,379,0,1,0,0,0,0,0
1,0,0.48,1,0,0,0,250,12,30.17,1021.7,1.1,10,0.48,0.62,0.63,385,391,0,1,0,0,0,0,0
0,1,0.49,1,0,0,0,250,12,30.17,1021.7,1.1,10,0.49,0.61,0.61,240,245,0,1,0,0,0,0,0
1,0,0.5,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.49,0.61,0.62,165,183,0,1,0,0,0,0,0
0,1,0.5,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.5,0.85,0.87,330,347,1,1,1,0,1,0,0
1,0,0.5,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.52,0.61,0.61,157,127,1,0,0,0,0,0,0
1,0,0.5,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.51,0.63,0.63,178,167,1,1,0,0,0,0,0
1,0,0.5,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.52,0.64,0.65,193,183,1,1,0,0,1,1,0
0,1,0.5,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.5,0.62,0.62,162,173,0,1,0,0,0,0,0
1,0,0.5,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.51,0.55,0.56,69,68,1,1,0,0,0,0,0
0,1,0.51,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.51,0.6,0.59,137,119,1,0,0,0,0,0,0
0,1,0.51,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.51,0.85,0.84,309,288,1,0,0,0,0,0,0
1,0,0.51,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.53,0.61,0.62,197,197,1,1,0,0,1,0,0
0,1,0.52,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.52,0.66,0.65,145,125,1,0,0,0,0,0,0
0,1,0.52,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.53,0.65,0.65,178,168,1,1,0,0,0,0,0
0,1,0.53,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.53,0.65,0.64,178,159,1,0,0,0,0,0,0
0,1,0.53,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.55,0.89,0.91,330,333,1,1,1,0,0,1,0
0,1,0.53,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.56,0.6,0.63,105,104,1,1,0,0,1,1,0
0,1,0.53,1,0,0,0,240,23,30.12,1019.9,2.2,10,0.54,0.62,0.62,125,108,1,0,0,0,0,0,0
1,0,0.54,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.55,0.58,0.59,60,60,1,1,0,0,0,0,0
0,1,0.54,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.55,0.73,0.73,211,205,1,1,0,0,0,0,0
0,1,0.54,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.54,0.6,0.59,95,78,1,0,0,0,0,0,0
0,1,0.54,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.89,0.67,0.02,244,245,1,1,1,0,1,0,0
1,0,0.54,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.54,0.68,0.68,379,381,0,1,0,0,0,0,0
0,1,0.54,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.57,0.65,0.66,155,136,1,1,0,0,1,1,0
0,1,0.54,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.54,0.89,0.9,313,334,0,1,1,0,0,0,0
0,1,0.55,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.56,0.66,0.67,162,152,1,1,0,0,1,0,0
1,0,0.55,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.54,0.6,0.6,78,86,0,1,0,0,0,0,0
0,1,0.55,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.57,0.66,0.67,162,155,1,1,0,0,1,1,0
0,1,0.56,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.56,0.91,0.91,330,333,0,1,0,0,0,0,0
1,0,0.56,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.58,0.71,0.73,338,340,1,1,1,0,1,0,0
0,1,0.57,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.57,0.93,0.93,330,341,0,1,0,0,0,0,0
0,1,0.58,1,0,0,0,240,20,30.07,1018.3,3.3,10,0.58,0.63,0.64,78,74,1,1,0,0,0,0,0
0,1,0.58,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.59,0.85,0.85,264,254,1,1,0,0,0,0,0
1,0,0.59,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.59,0.74,0.73,398,384,1,0,0,0,0,0,0
0,1,0.59,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.59,0.93,0.94,310,336,0,1,1,0,0,0,0
0,1,0.59,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.6,0.94,0.94,325,315,1,0,0,0,0,0,0
0,1,0.6,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.62,0.67,0.68,106,93,1,1,0,0,0,0,0
1,0,0.6,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.6,0.66,0.67,84,91,0,1,0,0,0,0,0
1,0,0.6,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.61,0.73,0.74,179,188,1,1,1,0,1,0,0
0,1,0.6,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.61,0.74,0.75,257,263,1,1,1,0,1,0,0
0,1,0.6,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.61,0.72,0.72,166,155,1,0,0,0,0,0,0
0,1,0.61,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.61,0.67,0.67,80,79,1,1,0,0,0,0,0
0,1,0.61,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.61,0.73,0.74,171,184,1,1,1,0,1,0,0
0,1,0.61,1,0,0,0,240,15,30.04,1017.2,3.9,10,0.62,0.96,0.94,320,291,1,0,0,0,0,0,0
0,1,0.63,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.63,0.98,0.98,325,328,1,1,0,0,0,0,0
0,1,0.63,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.63,0.76,0.75,184,173,1,0,0,0,0,0,0
1,0,0.63,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.65,0.71,0.72,118,108,1,1,0,0,0,0,0
1,0,0.63,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.66,0.73,0.75,138,126,1,1,0,0,1,0,0
0,1,0.64,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.64,0.99,0.99,326,319,1,0,0,0,0,0,0
0,1,0.64,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.63,0.75,0.75,171,180,0,1,0,0,0,0,0
0,1,0.64,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.64,0.9,0.91,258,273,1,1,1,0,0,0,0
0,1,0.64,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.65,0.79,0.8,162,155,1,1,0,0,1,1,0
1,0,0.65,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.65,0.77,0.78,186,194,1,1,1,0,1,0,0
1,0,0.65,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.66,0.8,0.78,395,353,1,0,0,0,0,0,0
1,0,0.65,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.66,0.76,0.76,165,143,1,0,0,0,0,0,0
1,0,0.66,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.66,0.72,0.72,85,82,1,0,0,0,0,0,0
1,0,0.66,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.68,0.71,0.73,75,71,1,1,0,0,1,1,0
0,1,0.66,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.68,1,0.01,309,296,1,1,0,0,1,1,0
1,0,0.66,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.67,0.8,0.8,204,189,1,1,0,0,0,0,0
1,0,0.66,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.68,0.79,0.8,199,172,1,1,0,0,0,0,0
0,1,0.66,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.67,0.77,0.78,164,165,1,1,1,0,1,0,0
0,1,0.66,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.65,0.79,0.8,247,276,0,1,1,0,0,0,0
0,1,0.66,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.66,1,0.99,309,293,1,0,0,0,0,0,0
0,1,0.66,1,0,0,0,240,17,30.02,1016.6,4.4,10,0.66,0.77,0.77,155,169,0,1,0,0,0,0,0
0,1,0.67,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.67,0.01,0,313,298,1,0,0,0,0,0,0
1,0,0.67,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.69,0.88,0.88,235,211,1,0,0,0,0,0,0
1,0,0.68,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.68,0.81,0.85,255,294,1,1,1,0,1,0,0
0,1,0.68,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.68,0.77,0.78,140,139,1,1,0,0,0,0,0
1,0,0.68,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.68,0.83,0.85,340,362,1,1,1,0,1,0,0
0,1,0.68,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.69,0.79,0.8,156,159,1,1,0,0,0,0,0
0,1,0.68,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.69,0.29,0.29,570,566,1,1,0,0,0,0,0
0,1,0.69,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.68,0.79,0.8,156,165,0,1,0,0,0,0,0
1,0,0.69,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.73,0.75,0.79,89,93,1,1,1,0,1,1,0
1,0,0.69,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.69,0.84,0.85,400,411,0,1,0,0,0,0,0
0,1,0.69,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.7,0.87,0.88,205,201,1,1,0,0,0,0,0
1,0,0.7,1,0,0,0,240,17,30.01,1016.2,3.9,10,0.73,0.84,0.86,378,369,1,1,0,0,1,1,0
0,1,0.7,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.7,0.82,0.82,165,171,1,1,0,0,0,0,0
1,0,0.71,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.72,0.8,0.8,132,114,1,0,0,0,0,0,0
1,0,0.71,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.71,0.85,0.85,201,205,0,1,0,0,0,0,0
1,0,0.71,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.72,0.78,0.79,163,162,1,1,0,0,1,1,0
1,0,0.72,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.72,0.8,0.8,180,178,1,1,0,0,0,0,0
0,1,0.72,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.72,0.79,0.81,110,128,1,1,1,0,1,0,0
1,0,0.72,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.74,0.86,0.89,380,386,1,1,1,0,1,0,0
0,1,0.72,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.73,0.84,0.85,171,166,1,1,0,0,0,0,0
0,1,0.73,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.73,0.82,0.84,142,162,0,1,1,0,0,0,0
0,1,0.73,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.73,0.99,0.99,262,257,1,1,0,0,0,0,0
1,0,0.73,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.73,0.87,0.87,376,381,1,1,0,0,0,0,0
1,0,0.73,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.73,0.87,0.87,385,395,0,1,0,0,0,0,0
1,0,0.73,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.73,0.85,0.86,300,310,0,1,0,0,0,0,0
0,1,0.73,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.73,0.86,0.86,243,252,0,1,0,0,0,0,0
0,1,0.73,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.75,0.84,0.84,156,143,1,1,0,0,0,0,0
0,1,0.74,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.77,0.8,0.82,90,78,1,1,0,0,1,1,0
1,0,0.74,1,0,0,0,230,20,30.01,1016.1,3.9,10,0.75,0.89,0.9,279,264,1,1,0,0,0,0,0
1,0,0.75,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.75,0.91,0.91,405,412,0,1,0,0,0,0,0
0,1,0.75,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.75,0.8,0.81,75,97,0,1,1,0,0,0,0
0,1,0.75,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.75,0.91,0.91,165,168,0,1,0,0,0,0,0
0,1,0.76,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.75,0.88,0.9,171,206,0,1,1,0,0,0,0
0,1,0.76,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.76,0.86,0.88,154,174,0,1,1,0,0,0,0
1,0,0.76,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.76,0.9,0.88,201,169,1,0,0,0,0,0,0
1,0,0.76,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.78,0.88,0.87,167,138,1,0,0,0,0,0,0
0,1,0.77,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.76,0.88,0.89,156,183,0,1,1,0,0,0,0
0,1,0.77,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.77,0.9,0.94,244,313,0,1,1,0,0,0,0
1,0,0.77,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.81,0.92,0.96,395,397,1,1,1,0,1,0,0
0,1,0.77,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.8,0.85,0.88,115,116,1,1,1,0,1,1,0
1,0,0.77,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.8,0.92,0.95,390,404,1,1,1,0,1,0,0
0,1,0.77,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.83,0.84,0.89,92,89,1,1,0,0,1,1,0
1,0,0.77,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.77,0.91,0.91,190,192,0,1,0,0,0,0,0
0,1,0.78,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.78,0.88,0.9,155,179,0,1,1,0,0,0,0
1,0,0.78,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.81,0.91,0.94,318,313,1,1,0,0,1,1,0
1,0,0.78,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.79,0.92,0.94,385,407,1,1,1,0,1,0,0
1,0,0.78,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.8,0.92,0.93,380,370,1,1,0,0,0,0,0
0,1,0.78,1,0,0,0,220,19,30.02,1016.4,3.9,10,0.78,0.88,0.89,133,160,0,1,1,0,0,0,0
1,0,0.79,1,0,0,0,220,16,30.02,1016.4,3.9,10,0.82,0.94,0.97,400,394,1,1,0,0,1,1,0
0,1,0.79,1,0,0,0,220,16,30.02,1016.4,3.9,10,0.79,0.9,0.9,155,162,0,1,0,0,0,0,0
1,0,0.79,1,0,0,0,220,16,30.02,1016.4,3.9,10,0.79,0.93,0.95,382,409,1,1,1,0,1,0,0
1,0,0.79,1,0,0,0,220,16,30.02,1016.4,3.9,10,0.79,0.91,0.92,355,367,0,1,0,0,0,0,0
1,0,0.79,1,0,0,0,220,16,30.02,1016.4,3.9,10,0.79,0.87,0.87,113,123,0,1,0,0,0,0,0
0,1,0.8,1,0,0,0,220,16,30.02,1016.4,3.9,10,0.83,0.92,0.95,173,174,1,1,1,0,0,1,0
1,0,0.8,1,0,0,0,220,16,30.02,1016.4,3.9,10,0.8,0.94,0.96,384,414,0,1,1,0,0,0,0
1,0,0.8,1,0,0,0,220,16,30.02,1016.4,3.9,10,0.81,0.01,0.99,238,202,1,0,0,0,0,0,0
1,0,0.81,1,0,0,0,220,16,30.02,1016.4,3.9,10,0.82,0.96,0.99,344,358,1,1,1,0,1,0,0
