FROM_JFK,TO JFK,SCHEDULED_DEPARTURE_TIME,FEDERAL_HOLIDAY,STATE_HOLIDAY,WEEKEND,LONG_WEEKEND,WIND_DIRECTION,WIND SPEED ,ALTIMETER,0.0slp,t0.0pc,VISIBILITY,DEPARTURE_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,SCHEDULED_TIME,ELAPSED_TIME,DEPARTURE_DELAY,ARRIVAL_DELAY,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1,0,0.9,0,0,0,0,40,5,30.16,1021.3,1.1,10,0.9,0.04,0.02,376,360,0,0,0,0,0,0,0
0,1,0.9,0,0,0,0,40,5,30.16,1021.3,1.1,10,0.9,0.25,0.23,320,299,0,0,0,0,0,0,0
1,0,0.91,0,0,0,0,40,5,30.16,1021.3,1.1,10,0.9,0.96,0.96,75,91,0,1,0,0,0,0,0
0,1,0.91,0,0,0,0,40,5,30.16,1021.3,1.1,10,0.91,0.02,0.01,158,154,0,0,0,0,0,0,0
1,0,0.91,0,0,0,0,40,5,30.16,1021.3,1.1,10,0.91,0.96,0.97,77,84,1,1,0,0,0,0,0
0,1,0.91,0,0,0,0,40,5,30.16,1021.3,1.1,10,0.9,0.25,0.24,317,304,0,0,0,0,0,0,0
1,0,0.91,0,0,0,0,40,5,30.16,1021.3,1.1,10,0.9,0.03,0.01,175,158,0,0,0,0,0,0,0
0,1,0.91,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.91,0.25,0.29,307,0,0,0,0,0,0,0,0
0,1,0.92,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.92,0.26,0.25,317,299,0,0,0,0,0,0,0
0,1,0.92,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.94,1,0,103,96,1,1,0,0,0,0,0
0,1,0.92,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.92,0.25,0.24,289,277,0,0,0,0,0,0,0
0,1,0.93,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.93,0.28,0.28,324,324,0,0,0,0,0,0,0
1,0,0.94,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.93,0.98,0.97,69,59,0,0,0,0,0,0,0
0,1,0.94,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.93,0.29,0.28,326,319,0,0,0,0,0,0,0
0,1,0.94,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.94,0.28,0.27,304,301,0,0,0,0,0,0,0
1,0,0.95,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.95,1,0.99,77,62,1,0,0,0,0,0,0
0,1,0.95,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.95,0.27,0.26,280,272,0,0,0,0,0,0,0
0,1,0.95,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.95,0.21,0.21,252,250,0,0,0,0,0,0,0
1,0,0.95,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.95,1,1,70,66,0,0,0,0,0,0,0
1,0,0.95,0,0,0,0,30,4,30.17,1021.5,1.7,10,0.95,1,0.99,68,63,0,0,0,0,0,0,0
1,0,0.95,0,0,0,0,40,4,30.17,1021.4,1.1,9,0.95,1,1,64,63,0,0,0,0,0,0,0
0,1,0.96,0,0,0,0,40,4,30.17,1021.4,1.1,9,0.95,0.3,0.3,314,314,0,0,0,0,0,0,0
0,1,0.97,0,0,0,0,40,4,30.17,1021.4,1.1,9,0.96,0.31,0.3,315,301,0,0,0,0,0,0,0
1,0,0.97,0,0,0,0,40,4,30.17,1021.4,1.1,9,0.96,0.02,0.01,83,75,0,0,0,0,0,0,0
0,1,0.97,0,0,0,0,40,4,30.17,1021.4,1.1,9,0.97,0.29,0.28,281,263,0,0,0,0,0,0,0
0,1,0.97,0,0,0,0,40,4,30.17,1021.4,1.1,9,0.97,0.33,0.33,330,339,0,0,0,0,0,0,0
0,1,0.98,0,0,0,0,40,4,30.17,1021.4,1.1,9,0.97,0.33,0.31,321,299,0,0,0,0,0,0,0
0,1,0.99,0,0,0,0,40,4,30.17,1021.4,1.1,9,0.99,0.25,0.25,267,251,1,0,0,0,0,0,0
0,1,0.99,0,0,0,0,40,4,30.17,1021.4,1.1,9,0.98,0.25,0.25,261,262,0,0,0,0,0,0,0
1,0,1,0,0,0,0,360,7,30.16,1021.2,1.1,10,1,0.2,0.19,227,212,0,0,0,0,0,0,0
1,0,1,0,0,0,0,360,7,30.16,1021.2,1.1,10,1,0.19,0.18,221,203,0,0,0,0,0,0,0
0,1,0.23,0,0,0,0,30,3,30.17,1021.6,0.6,10,0.23,0.29,0.29,88,82,0,0,0,0,0,0,0
1,0,0.24,0,0,0,0,30,3,30.17,1021.6,0.6,10,0.24,0.37,0.37,189,190,0,0,0,0,0,0,0
0,1,0.24,0,0,0,0,30,3,30.17,1021.6,0.6,10,0.36,0.29,0.4,77,65,1,1,0,0,1,0,0
1,0,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.28,0.39,0.4,382,352,1,1,0,0,1,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.59,0.59,316,309,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.36,0.35,161,151,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.31,0.32,83,95,0,1,0,0,0,0,0
1,0,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.37,0.36,171,164,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.38,0.38,241,248,0,1,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.35,0.34,145,137,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.24,0.36,0.34,154,145,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.31,0.3,85,82,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.31,0.3,80,72,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.36,0.36,163,167,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.31,0.31,92,95,0,0,0,0,0,0,0
1,0,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.39,0.37,386,348,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.24,0.31,0.31,88,92,0,0,0,0,0,0,0
1,0,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.38,0.37,188,181,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.38,0.38,242,239,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.31,0.3,77,66,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.31,0.31,86,87,0,0,0,0,0,0,0
1,0,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.36,0.35,160,145,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.6,0.6,324,319,0,0,0,0,0,0,0
1,0,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.41,0.39,400,384,0,0,0,0,0,0,0
0,1,0.25,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.44,0.43,203,199,0,0,0,0,0,0,0
0,1,0.26,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.38,0.37,232,235,0,0,0,0,0,0,0
0,1,0.26,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.31,0.3,77,66,0,0,0,0,0,0,0
1,0,0.26,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.25,0.45,0.44,223,208,0,0,0,0,0,0,0
1,0,0.26,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.26,0.35,0.35,127,117,0,0,0,0,0,0,0
1,0,0.27,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.26,0.39,0.38,181,171,0,0,0,0,0,0,0
1,0,0.27,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.27,0.43,0.42,350,338,1,0,0,0,0,0,0
1,0,0.27,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.27,0.41,0.39,377,361,0,0,0,0,0,0,0
0,1,0.27,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.27,0.61,0.62,315,326,0,1,0,0,0,0,0
1,0,0.27,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.27,0.41,0.4,195,193,0,0,0,0,0,0,0
0,1,0.27,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.27,0.62,0.62,324,332,0,1,0,0,0,0,0
0,1,0.27,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.27,0.61,0.61,315,312,0,0,0,0,0,0,0
1,0,0.27,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.27,0.4,0.37,354,323,0,0,0,0,0,0,0
1,0,0.28,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.27,0.33,0.32,69,61,0,0,0,0,0,0,0
0,1,0.28,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.27,0.62,0.61,316,304,0,0,0,0,0,0,0
1,0,0.28,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.27,0.34,0.35,88,112,0,1,0,0,0,0,0
0,1,0.28,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.28,0.33,0.33,73,74,0,0,0,0,0,0,0
1,0,0.28,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.29,0.42,0.43,198,207,1,1,1,0,1,0,0
1,0,0.28,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.28,0.39,0.39,213,209,0,0,0,0,0,0,0
0,1,0.28,0,0,0,0,40,4,30.18,1021.8,0.6,10,0.28,0.63,0.62,322,315,0,0,0,0,0,0,0
1,0,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.42,0.41,183,180,0,0,0,0,0,0,0
1,0,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.42,0.42,182,183,0,0,0,0,0,0,0
1,0,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.44,0.41,390,357,0,0,0,0,0,0,0
1,0,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.44,0.41,392,360,0,0,0,0,0,0,0
0,1,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.65,0.64,330,333,0,0,0,0,0,0,0
0,1,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.65,0.63,330,319,0,0,0,0,0,0,0
0,1,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.64,0.64,317,325,0,1,0,0,0,0,0
0,1,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.64,0.65,322,342,0,1,0,0,0,0,0
0,1,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.4,0.41,151,145,1,1,0,0,0,0,0
1,0,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.42,0.43,188,200,0,1,0,0,0,0,0
1,0,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.45,0.43,408,389,0,0,0,0,0,0,0
1,0,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.44,0.44,400,362,1,0,0,0,0,0,0
1,0,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.35,0.35,81,82,0,0,0,0,0,0,0
1,0,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.44,0.42,334,310,1,0,0,0,0,0,0
1,0,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.5,0.48,233,215,0,0,0,0,0,0,0
0,1,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.61,0.61,285,284,0,0,0,0,0,0,0
0,1,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.65,0.64,339,327,0,0,0,0,0,0,0
0,1,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.45,0.43,166,146,0,0,0,0,0,0,0
1,0,0.29,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.43,0.42,197,188,0,0,0,0,0,0,0
0,1,0.3,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.65,0.66,330,347,0,1,0,0,0,0,0
0,1,0.3,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.41,0.42,169,162,1,1,0,0,1,0,0
1,0,0.3,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.45,0.43,402,385,0,0,0,0,0,0,0
0,1,0.3,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.4,0.39,149,147,0,0,0,0,0,0,0
0,1,0.3,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.33,0.4,0.43,153,147,1,1,0,0,1,0,0
0,1,0.3,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.57,0.56,275,260,0,0,0,0,0,0,0
0,1,0.3,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.29,0.64,0.64,310,312,0,0,0,0,0,0,0
0,1,0.31,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.3,0.41,0.4,147,144,0,0,0,0,0,0,0
1,0,0.31,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.3,0.44,0.43,193,186,0,0,0,0,0,0,0
1,0,0.31,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.47,0.44,405,375,0,0,0,0,0,0,0
0,1,0.31,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.66,0.66,315,323,0,1,0,0,0,0,0
1,0,0.31,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.36,0.35,71,64,0,0,0,0,0,0,0
1,0,0.31,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.51,0.5,227,211,0,0,0,0,0,0,0
0,1,0.31,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.43,0.42,173,165,0,0,0,0,0,0,0
0,1,0.32,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.39,0.38,105,95,0,0,0,0,0,0,0
1,0,0.32,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.41,0.4,132,128,0,0,0,0,0,0,0
0,1,0.32,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.42,0.42,142,152,0,1,0,0,0,0,0
1,0,0.32,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.31,0.39,0.38,105,98,0,0,0,0,0,0,0
0,1,0.32,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.32,0.67,0.65,322,302,0,0,0,0,0,0,0
0,1,0.32,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.32,0.38,0.37,77,73,0,0,0,0,0,0,0
1,0,0.33,0,0,0,0,20,3,30.2,1022.6,0.6,10,0.32,0.45,0.45,180,187,0,1,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.46,0.45,185,175,0,0,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.49,0.46,401,363,0,0,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.48,0.44,393,345,0,0,0,0,0,0,0
0,1,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.69,0.68,334,327,0,0,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.41,0.39,172,144,0,0,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.54,0.52,240,213,0,0,0,0,0,0,0
0,1,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.68,0.67,316,315,0,0,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.44,0.44,158,156,0,0,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0,0.43,0,140,0,0,0,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.45,0.43,221,207,0,0,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.34,0.47,0.47,190,188,1,1,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.34,0.46,0.44,365,326,1,0,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.47,0.45,194,172,0,0,0,0,0,0,0
0,1,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.45,0.44,165,160,0,0,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.39,0.39,79,87,0,1,0,0,0,0,0
1,0,0.33,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.42,0.42,128,125,0,0,0,0,0,0,0
0,1,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.46,0.45,237,246,0,0,0,0,0,0,0
1,0,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.48,0.47,201,189,0,0,0,0,0,0,0
1,0,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.48,0.46,208,185,0,0,0,0,0,0,0
0,1,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.34,0.69,0.68,321,304,1,0,0,0,0,0,0
0,1,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.34,0.67,0.66,292,286,0,0,0,0,0,0,0
1,0,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.33,0.49,0.49,278,278,0,0,0,0,0,0,0
0,1,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.35,0.53,0.52,206,185,1,0,0,0,0,0,0
1,0,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.34,0.48,0.45,380,342,0,0,0,0,0,0,0
1,0,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.34,0.5,0.47,400,365,0,0,0,0,0,0,0
1,0,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.34,0.5,0.48,349,329,0,0,0,0,0,0,0
1,0,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.69,0.47,0.8,188,165,1,1,0,0,1,0,0
1,0,0.34,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.34,0.42,0.41,103,100,0,0,0,0,0,0,0
0,1,0.35,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.34,0.46,0.45,162,149,0,0,0,0,0,0,0
1,0,0.35,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.34,0.44,0.44,132,134,0,0,0,0,0,0,0
0,1,0.35,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.35,0.44,0.43,127,115,0,0,0,0,0,0,0
1,0,0.35,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.35,0.43,0.42,169,165,0,0,0,0,0,0,0
1,0,0.35,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.35,0.49,0.48,200,189,0,0,0,0,0,0,0
1,0,0.35,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.35,0.5,0.5,267,279,0,1,0,0,0,0,0
1,0,0.35,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.35,0.56,0.54,240,219,0,0,0,0,0,0,0
0,1,0.35,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.35,0.7,0.72,325,351,0,1,1,0,0,0,0
1,0,0.35,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.35,0.47,0.45,163,147,0,0,0,0,0,0,0
1,0,0.35,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.35,0.5,0.47,389,354,0,0,0,0,0,0,0
1,0,0.36,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.35,0.49,0.48,187,186,0,0,0,0,0,0,0
0,1,0.36,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.36,0.44,0.43,122,104,0,0,0,0,0,0,0
0,1,0.36,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.35,0.63,0.64,273,286,0,1,0,0,0,0,0
1,0,0.36,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.36,0.5,0.5,196,194,1,1,0,0,0,0,0
1,0,0.36,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.36,0.57,0.55,244,216,0,0,0,0,0,0,0
0,1,0.36,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.36,0.43,0.44,106,118,0,1,0,0,0,0,0
0,1,0.36,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.36,0.41,0.41,72,81,0,1,0,0,0,0,0
0,1,0.36,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.36,0.72,0.75,331,379,0,1,1,0,0,0,0
0,1,0.37,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.37,0.43,0.43,87,79,1,1,0,0,0,0,0
1,0,0.37,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.55,0.42,0.6,81,79,1,1,0,0,1,1,0
0,1,0.37,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.36,0.63,0.63,252,261,0,0,0,0,0,0,0
0,1,0.37,0,0,0,0,10,3,30.21,1023.1,0.6,10,0.37,0.73,0.74,337,351,1,1,1,0,1,0,0
0,1,0.37,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.37,0.43,0.42,82,75,0,0,0,0,0,0,0
0,1,0.37,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.37,0.43,0.42,81,75,0,0,0,0,0,0,0
1,0,0.38,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.37,0.52,0.49,395,358,0,0,0,0,0,0,0
0,1,0.38,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.37,0.73,0.72,329,315,0,0,0,0,0,0,0
1,0,0.38,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.37,0.5,0.5,186,180,0,0,0,0,0,0,0
1,0,0.38,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.37,0.52,0.5,392,360,0,0,0,0,0,0,0
1,0,0.38,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.37,0.54,0.51,411,375,0,0,0,0,0,0,0
1,0,0.38,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.37,0.43,0.42,74,76,0,0,0,0,0,0,0
1,0,0.38,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.37,0.44,0.43,84,76,0,0,0,0,0,0,0
1,0,0.38,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.38,0.5,0.5,180,177,0,0,0,0,0,0,0
0,1,0.38,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.38,0.74,0.72,330,313,0,0,0,0,0,0,0
1,0,0.38,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.38,0.59,0.57,241,208,0,0,0,0,0,0,0
0,1,0.39,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.38,0.5,0.5,160,166,0,0,0,0,0,0,0
1,0,0.39,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.38,0.53,0.52,205,201,0,0,0,0,0,0,0
1,0,0.39,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.39,0.52,0.53,374,380,0,1,0,0,0,0,0
1,0,0.39,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.38,0.44,0.43,76,67,0,0,0,0,0,0,0
0,1,0.39,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.4,0.46,0.47,101,102,1,1,0,0,0,0,0
0,1,0.39,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.4,0.75,0.78,335,366,1,1,1,0,0,0,0
1,0,0.39,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.39,0.53,0.49,390,333,0,0,0,0,0,0,0
1,0,0.4,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.39,0.55,0.51,395,349,0,0,0,0,0,0,0
1,0,0.4,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.39,0.54,0.52,334,309,0,0,0,0,0,0,0
1,0,0.4,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.39,0.54,0.52,391,364,0,0,0,0,0,0,0
0,1,0.4,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.39,0.5,0.49,152,137,0,0,0,0,0,0,0
1,0,0.4,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.39,0.66,0.63,675,643,0,0,0,0,0,0,0
0,1,0.4,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.4,0.5,0.49,142,134,0,0,0,0,0,0,0
0,1,0.4,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.4,0.45,0.44,75,67,0,0,0,0,0,0,0
1,0,0.4,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.4,0.54,0.51,379,341,0,0,0,0,0,0,0
1,0,0.41,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.4,0.45,0.45,71,75,0,0,0,0,0,0,0
1,0,0.41,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.4,0.53,0.51,360,332,0,0,0,0,0,0,0
1,0,0.41,0,0,0,0,360,6,30.22,1023.3,1.1,10,0.4,0.56,0.54,397,379,0,0,0,0,0,0,0
0,1,0.41,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.41,0.53,0.52,162,153,0,0,0,0,0,0,0
0,1,0.41,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.41,0.54,0.53,123,121,0,0,0,0,0,0,0
1,0,0.41,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.42,0.53,0.51,351,315,1,0,0,0,0,0,0
0,1,0.42,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.43,0.7,0.7,296,274,1,0,0,0,0,0,0
1,0,0.42,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.41,0.57,0.55,337,311,0,0,0,0,0,0,0
1,0,0.42,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.42,0.54,0.52,361,329,0,0,0,0,0,0,0
0,1,0.42,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.41,0.61,0.61,212,224,0,1,0,0,0,0,0
1,0,0.42,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.41,0.56,0.53,390,353,0,0,0,0,0,0,0
0,1,0.42,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.42,0.54,0.54,179,176,1,0,0,0,0,0,0
1,0,0.42,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.42,0.55,0.55,187,191,1,1,0,0,0,0,0
0,1,0.42,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.41,0.57,0.56,164,158,0,0,0,0,0,0,0
1,0,0.42,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.42,0.54,0.53,184,171,0,0,0,0,0,0,0
1,0,0.42,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.42,0.62,0.61,227,215,0,0,0,0,0,0,0
1,0,0.43,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.42,0.51,0.5,124,119,0,0,0,0,0,0,0
0,1,0.43,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.43,0.76,0.75,298,276,1,0,0,0,0,0,0
0,1,0.43,0,0,0,0,320,7,30.24,1023.9,1.7,10,0.43,0.49,0.48,87,78,0,0,0,0,0,0,0
